Iteration	A_taiwaniana_6137_A	A_taiwaniana_6137_B	A_tenuisecta_sp2_8704_A	A_tenuisecta_sp2_8704_B	A_tenuisecta_sp3_8745_A	A_tenuisecta_sp3_8745_B	C_diaphana_6380_A	C_diaphana_6380_B	C_fragilis_sp1_7009_A	C_fragilis_sp1_7009_B	C_fragilis_sp2_7248_A	C_fragilis_sp2_7248_B	C_montana_7943_A	C_montana_7943_B	C_pellucida_6055_A	C_pellucida_6055_B	C_sudetica_8674_A	C_sudetica_8674_B	C_tasmanica_6379_A	C_tasmanica_6379_B	C_tenuis_6387_A	C_tenuis_6387_B	C_utahensis_6848_A	C_utahensis_6848_B	G_continentale_6979_A	G_continentale_6979_B	G_dryopteris_7981_A	G_dryopteris_7981_B	G_dryopteris_7981_C	G_dryopteris_7981_D	G_oyamense_sp2_8739_A	G_oyamense_sp2_8739_B	G_remotepinnatum_4862_A	G_remotepinnatum_4862_B	G_robertianum_7945_A	G_robertianum_7945_B	xCystocarpium_7974_A	xCystocarpium_7974_B	xCystocarpium_7974_C	xCystocarpium_7974_D
1269	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1270	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1271	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1272	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1273	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1274	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1275	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1276	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1277	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1278	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1279	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1280	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1281	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1282	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1283	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1284	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1285	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1286	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1287	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1288	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1289	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1290	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1291	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1292	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1293	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1294	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1295	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1296	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1297	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1298	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1299	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1300	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1301	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1302	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1303	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1304	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1305	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1306	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1307	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1308	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1309	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1310	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1311	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1312	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1313	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy2	6380_copy1	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1314	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
1315	6137_copy1	6137_copy2	8704_copy1	8704_BLANK	8745_copy2	8745_copy1	6380_copy1	6380_copy2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy1	6379_copy2	6387_copy2	6387_copy1	6848_copy1	6848_BLANK	6979_copy2	6979_copy1	7981_copy1	7981_copy3	7981_BLANK	7981_copy2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy1	7974_copy2	7974_copy3
